cluster,source_entity,source_field,evidence_status,declared_type,declared_not_null,inline_primary_key,inline_unique,ddl_receipt,annotation_receipt,proposed_contract_field,proposed_type,handling,target_status
communication,candidate_note,candidate_id,declared,integer(),False,False,False,console/migrations/m201105_063544_candidate_notes.php:21,,communication.CandidateNote.candidate_id,SourceRef,namespace by system/table; exact join; no email matching,PROPOSED; runtime schema and semantic acceptance unverified
communication,candidate_note,candidate_note_uuid,declared,char(60),False,False,False,console/migrations/m201105_063544_candidate_notes.php:21,,communication.CandidateNote.candidate_note_uuid,SourceRef,namespace by system/table; exact join; no email matching,PROPOSED; runtime schema and semantic acceptance unverified
communication,candidate_note,created_by,declared,integer(),False,False,False,console/migrations/m201106_060223_update_note_table.php:16,,communication.CandidateNote.created_by,ExactInteger,synthetic bounded values; range and null checks,PROPOSED; runtime schema and semantic acceptance unverified
communication,candidate_note,note_created_datetime,declared,datetime(),True,False,False,console/migrations/m201105_063544_candidate_notes.php:21,,communication.CandidateNote.note_created_datetime,SensitiveText,replace; never copy free text or destination; no identity joins,PROPOSED; runtime schema and semantic acceptance unverified
communication,candidate_note,note_text,declared,text(),False,False,False,console/migrations/m201105_063544_candidate_notes.php:21,,communication.CandidateNote.note_text,SensitiveText,replace; never copy free text or destination; no identity joins,PROPOSED; runtime schema and semantic acceptance unverified
communication,candidate_note,note_updated_datetime,declared,datetime(),True,False,False,console/migrations/m201105_063544_candidate_notes.php:21,,communication.CandidateNote.note_updated_datetime,SensitiveText,replace; never copy free text or destination; no identity joins,PROPOSED; runtime schema and semantic acceptance unverified
communication,candidate_note,updated_by,declared,integer(),False,False,False,console/migrations/m201106_060223_update_note_table.php:17,,communication.CandidateNote.updated_by,ExactInteger,synthetic bounded values; range and null checks,PROPOSED; runtime schema and semantic acceptance unverified
communication,candidate_notification,appeal_uuid,declared,char(60),False,False,False,console/migrations/m241223_083804_appeal.php:118,common/models/CandidateNotification.php:31,communication.CandidateNotification.appeal_uuid,SourceRef,namespace by system/table; exact join; no email matching,PROPOSED; runtime schema and semantic acceptance unverified
communication,candidate_notification,candidate_id,declared,integer(11),True,False,False,console/migrations/m241027_101214_notification.php:39,common/models/CandidateNotification.php:14,communication.CandidateNotification.candidate_id,SourceRef,namespace by system/table; exact join; no email matching,PROPOSED; runtime schema and semantic acceptance unverified
communication,candidate_notification,candidate_work_history_id,declared,integer(11),False,False,False,console/migrations/m241027_101214_notification.php:39,common/models/CandidateNotification.php:16,communication.CandidateNotification.candidate_work_history_id,SourceRef,namespace by system/table; exact join; no email matching,PROPOSED; runtime schema and semantic acceptance unverified
communication,candidate_notification,candidate_working_date_uuid,declared,char(60),False,False,False,console/migrations/m241027_101214_notification.php:39,common/models/CandidateNotification.php:17,communication.CandidateNotification.candidate_working_date_uuid,SourceRef,namespace by system/table; exact join; no email matching,PROPOSED; runtime schema and semantic acceptance unverified
communication,candidate_notification,candidate_working_hour_uuid,declared,char(60),False,False,False,console/migrations/m241103_170837_session_notification.php:15,common/models/CandidateNotification.php:18,communication.CandidateNotification.candidate_working_hour_uuid,SourceRef,namespace by system/table; exact join; no email matching,PROPOSED; runtime schema and semantic acceptance unverified
communication,candidate_notification,cn_uuid,declared,char(60),False,False,False,console/migrations/m241027_101214_notification.php:39,common/models/CandidateNotification.php:13,communication.CandidateNotification.cn_uuid,SourceRef,namespace by system/table; exact join; no email matching,PROPOSED; runtime schema and semantic acceptance unverified
communication,candidate_notification,company_id,declared,integer(11),False,False,False,console/migrations/m241027_101214_notification.php:39,common/models/CandidateNotification.php:23,communication.CandidateNotification.company_id,SourceRef,namespace by system/table; exact join; no email matching,PROPOSED; runtime schema and semantic acceptance unverified
communication,candidate_notification,created_at,declared,dateTime(),False,False,False,console/migrations/m241027_101214_notification.php:39,common/models/CandidateNotification.php:29,communication.CandidateNotification.created_at,TemporalValue,preserve source unit/zone; zero/ambiguous value HOLD; see time overrides,PROPOSED; runtime schema and semantic acceptance unverified
communication,candidate_notification,cwlf_uuid,declared,char(60),False,False,False,console/migrations/m241027_101214_notification.php:39,common/models/CandidateNotification.php:22,communication.CandidateNotification.cwlf_uuid,SourceRef,namespace by system/table; exact join; no email matching,PROPOSED; runtime schema and semantic acceptance unverified
communication,candidate_notification,invitation_uuid,declared,char(60),False,False,False,console/migrations/m241027_101214_notification.php:39,common/models/CandidateNotification.php:19,communication.CandidateNotification.invitation_uuid,SourceRef,namespace by system/table; exact join; no email matching,PROPOSED; runtime schema and semantic acceptance unverified
communication,candidate_notification,is_new,declared,boolean(),False,False,False,console/migrations/m241027_101214_notification.php:39,common/models/CandidateNotification.php:27,communication.CandidateNotification.is_new,SourceEnum,explicit per-domain mapping; unknown value HOLD; never grants,PROPOSED; runtime schema and semantic acceptance unverified
communication,candidate_notification,job_interest_uuid,declared,char(60),False,False,False,console/migrations/m250127_131617_job_delete.php:44,common/models/CandidateNotification.php:32,communication.CandidateNotification.job_interest_uuid,SourceRef,namespace by system/table; exact join; no email matching,PROPOSED; runtime schema and semantic acceptance unverified
communication,candidate_notification,job_uuid,declared,char(60),False,False,False,console/migrations/m250127_131617_job_delete.php:47,common/models/CandidateNotification.php:26,communication.CandidateNotification.job_uuid,SourceRef,namespace by system/table; exact join; no email matching,PROPOSED; runtime schema and semantic acceptance unverified
communication,candidate_notification,message,declared,text(),False,False,False,console/migrations/m241027_101214_notification.php:39,common/models/CandidateNotification.php:28,communication.CandidateNotification.message,SensitiveText,replace; never copy free text or destination; no identity joins,PROPOSED; runtime schema and semantic acceptance unverified
communication,candidate_notification,request_uuid,declared,char(60),False,False,False,console/migrations/m241027_101214_notification.php:39,common/models/CandidateNotification.php:20,communication.CandidateNotification.request_uuid,SourceRef,namespace by system/table; exact join; no email matching,PROPOSED; runtime schema and semantic acceptance unverified
communication,candidate_notification,staff_id,declared,integer(11),False,False,False,console/migrations/m241027_101214_notification.php:39,common/models/CandidateNotification.php:25,communication.CandidateNotification.staff_id,SourceRef,namespace by system/table; exact join; no email matching,PROPOSED; runtime schema and semantic acceptance unverified
communication,candidate_notification,store_id,declared,integer(11),False,False,False,console/migrations/m241027_101214_notification.php:39,common/models/CandidateNotification.php:24,communication.CandidateNotification.store_id,SourceRef,namespace by system/table; exact join; no email matching,PROPOSED; runtime schema and semantic acceptance unverified
communication,candidate_notification,tc_id,declared,integer(11),False,False,False,console/migrations/m241027_101214_notification.php:39,common/models/CandidateNotification.php:21,communication.CandidateNotification.tc_id,SourceRef,namespace by system/table; exact join; no email matching,PROPOSED; runtime schema and semantic acceptance unverified
communication,candidate_notification,type,declared,tinyInteger(2),True,False,False,console/migrations/m241027_101214_notification.php:39,common/models/CandidateNotification.php:15,communication.CandidateNotification.type,SourceEnum,explicit per-domain mapping; unknown value HOLD; never grants,PROPOSED; runtime schema and semantic acceptance unverified
communication,candidate_notification,updated_at,declared,dateTime(),False,False,False,console/migrations/m241027_101214_notification.php:39,common/models/CandidateNotification.php:30,communication.CandidateNotification.updated_at,TemporalValue,preserve source unit/zone; zero/ambiguous value HOLD; see time overrides,PROPOSED; runtime schema and semantic acceptance unverified
profile,candidate_skill,candidate_id,declared,integer(11),False,False,False,console/migrations/m200729_094528_candidate_fields.php:30,common/models/CandidateSkill.php:14,profile.CandidateSkill.candidate_id,SourceRef,namespace by system/table; exact join; no email matching,PROPOSED; runtime schema and semantic acceptance unverified
profile,candidate_skill,candidate_skill_created_at,declared,dateTime(),False,False,False,console/migrations/m200729_094528_candidate_fields.php:30,common/models/CandidateSkill.php:17,profile.CandidateSkill.candidate_skill_created_at,TemporalValue,preserve source unit/zone; zero/ambiguous value HOLD; see time overrides,PROPOSED; runtime schema and semantic acceptance unverified
profile,candidate_skill,candidate_skill_id,declared,primaryKey(),False,True,False,console/migrations/m200729_094528_candidate_fields.php:30,common/models/CandidateSkill.php:13,profile.CandidateSkill.candidate_skill_id,SourceRef,namespace by system/table; exact join; no email matching,PROPOSED; runtime schema and semantic acceptance unverified
profile,candidate_skill,deleted,declared,smallInteger(1),True,False,False,console/migrations/m201030_101802_soft_delete.php:16,common/models/CandidateSkill.php:16,profile.CandidateSkill.deleted,SourceEnum,explicit per-domain mapping; unknown value HOLD; never grants,PROPOSED; runtime schema and semantic acceptance unverified
